id,name,country,city,rank_world,intake_seasons,ielts_min,pte_min,toefl_min,gpa_requirement,tuition_fees,tuition_min_usd,tuition_max_usd,application_fee,documents_required,deadlines,official_website,admissions_page,notes,status
,Norwegian School of Management BI,Norway,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://bi.no,https://bi.no,,approx
,Norwegian School of Economics and Business Administration,Norway,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://nhh.no,https://nhh.no,,approx
,University of Bergen,Norway,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uib.no,https://uib.no,,approx
,Dhofar University,Oman,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://du.edu.om,https://du.edu.om,,approx
,University of Nizwa,Oman,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://unizwa.edu.om,https://unizwa.edu.om,,approx
,Air University,Pakistan,Panjab,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://au.edu.pk,https://au.edu.pk,,approx
,"Bahauddin Zakariya University, Multan",Pakistan,Panjab,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://bzu.edu.pk,https://bzu.edu.pk,,approx
,"COMSATS Institute of Information Technology, Wah",Pakistan,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ciit-wah.edu.pk,https://ciit-wah.edu.pk,,approx
,Gandhara Institute of Medical Sciences,Pakistan,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://gandhara.edu.pk,https://gandhara.edu.pk,,approx
,The Global College Lahore,Pakistan,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://global.edu.pk,https://global.edu.pk,,approx
,Institute of Business Administration Sukkur,Pakistan,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://iba-suk.edu.pk,https://iba-suk.edu.pk,,approx
,"Mohammad Ali Jinnah University, Karachi",Pakistan,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://jinnah.edu,https://jinnah.edu,,approx
,Kohat University of Science and Technology (KUST),Pakistan,Khyber Pakhtunkhwa,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://kust.edu.pk,https://kust.edu.pk,,approx
,National College of Arts,Pakistan,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://nca.edu.pk,https://nca.edu.pk,,approx
,National University of Modern Languages,Pakistan,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://numl.edu.pk,https://numl.edu.pk,,approx
,Pyramid Education Center,Pakistan,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://pedu.edu.pk,https://pedu.edu.pk,,approx
,"University of the Punjab, Gujranwala Campus",Pakistan,Panjab,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://pugc.edu.pk,https://pugc.edu.pk,,approx
,"Sarhad University of Science & Information Technology, Peshawar",Pakistan,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://suit.edu.pk,https://suit.edu.pk,,approx
,University of Education,Pakistan,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ue.edu.pk,https://ue.edu.pk,,approx
,University of Karachi,Pakistan,Sindh,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uok.edu.pk,https://uok.edu.pk,,approx
,University of Veterinary & Animal Science,Pakistan,Panjab,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uvas.edu.pk,https://uvas.edu.pk,,approx
,Al-Quds University - The Arab University in Jerusalem,"Palestine, State of",,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://alquds.edu,https://alquds.edu,,approx
,Palestine Technical University - Kadoorie,"Palestine, State of",,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ptuk.edu.ps,https://ptuk.edu.ps,,approx
,Universidad Tecnológica Oteima,Panama,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://oteima.ac.pa,https://oteima.ac.pa,,approx
,Universidad Interamericana de Educacion a Distancia de Panama,Panama,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uniedpa.com,https://uniedpa.com,,approx
,Papua New Guinea University of Technology,Papua New Guinea,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://unitech.ac.pg,https://unitech.ac.pg,,approx
,Universidad Comunera,Paraguay,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ucom.edu.py,https://ucom.edu.py,,approx
,Universidad Marcelino Champagnat,Peru,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://champagnat.edu.pe,https://champagnat.edu.pe,,approx
,Universidad Católica de Santa María,Peru,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ucsm.edu.pe,https://ucsm.edu.pe,,approx
,Universidad Los Angeles de Chimbote,Peru,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uladech.edu.pe,https://uladech.edu.pe,,approx
,Universidad Nacional de Cajamarca,Peru,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://unc.edu.pe,https://unc.edu.pe,,approx
,Universidad Femenina del Sagrado Corazón,Peru,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://unife.edu.pe,https://unife.edu.pe,,approx
,Universidad Nacional de San Agustin,Peru,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://unsa.edu.pe,https://unsa.edu.pe,,approx
,Universidad Peruana Cayetano Heredia,Peru,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://upch.edu.pe,https://upch.edu.pe,,approx
,Universidad Privada de Tacna,Peru,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://upt.edu.pe,https://upt.edu.pe,,approx
,Universidad Tecnológica del Peru,Peru,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://utp.edu.pe,https://utp.edu.pe,,approx
,"De La Salle University, Araneta",Philippines,National Capital Region,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://araneta.dlsu.edu.ph,https://araneta.dlsu.edu.ph,,approx
,Centro Escolar University,Philippines,National Capital Region,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ceu.edu.ph,https://ceu.edu.ph,,approx
,Divine Word College of Legazpi,Philippines,Bicol,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://dwc-legazpi.edu,https://dwc-legazpi.edu,,approx
,Isabela State University,Philippines,Cagayan Valley,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://isu.edu.ph,https://isu.edu.ph,,approx
,Manuel L. Quezon University,Philippines,National Capital Region,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://mlqu.edu.ph,https://mlqu.edu.ph,,approx
,Philippine Normal University,Philippines,National Capital Region,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://pnumanila.com.ph,https://pnumanila.com.ph,,approx
,University of Asia and the Pacific,Philippines,National Capital Region,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uap.edu.ph,https://uap.edu.ph,,approx
,University of the Immaculate Conception,Philippines,Davao,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uic.globe.com.ph,https://uic.globe.com.ph,,approx
,University of Negros Occidental-Recoletos,Philippines,Western Visayas,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uno-r.edu.ph,https://uno-r.edu.ph,,approx
,University of the Philippines Manila,Philippines,National Capital Region,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://upm.edu.ph,https://upm.edu.ph,,approx
,University of San Jose Recoletos,Philippines,Central Visayas,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://usjr.edu.ph,https://usjr.edu.ph,,approx
,Western Mindanao State University,Philippines,Zamboanga Peninsula,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://wmsu.edu.ph,https://wmsu.edu.ph,,approx
,Academy of Economics in Wroclaw,Poland,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ae.wroc.pl,https://ae.wroc.pl,,approx
,Medical Academy in Lublin,Poland,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://am.lublin.pl,https://am.lublin.pl,,approx
,Medical Academy in Warszawa,Poland,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://amwaw.edu.pl,https://amwaw.edu.pl,,approx
,Agricultural University of Wroclaw,Poland,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ar.wroc.pl,https://ar.wroc.pl,,approx
,Agricultural University of Poznan,Poland,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://au.poznan.pl,https://au.poznan.pl,,approx
,Collegium Civitas,Poland,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://collegium.edu.pl,https://collegium.edu.pl,,approx
,Catholic University of Lublin,Poland,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://kul.lublin.pl,https://kul.lublin.pl,,approx
,Polish-Japanese Institute of Information Technology in Warsaw,Poland,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://pjwstk.edu.pl,https://pjwstk.edu.pl,,approx
,Poznan University of Life Sciences,Poland,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://puls.edu.pl,https://puls.edu.pl,,approx
,Christian Theological Academy in Warszaw,Poland,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://chat.edu.pl,https://chat.edu.pl,,approx
,Józef Tyszkiewicz College of Business and Computer Science in Bielsko-Biala,Poland,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://tyszkiewicz.edu.pl,https://tyszkiewicz.edu.pl,,approx
,Nicolaus Copernicus University of Torun,Poland,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uni.torun.pl,https://uni.torun.pl,,approx
,University of Warsaw,Poland,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uw.edu.pl,https://uw.edu.pl,,approx
,Ryszard Lazarski University of Commerce and Law in Warsaw,Poland,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://wship.edu.pl,https://wship.edu.pl,,approx
,Pedagogical University of Czestochowa,Poland,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://wsp.czest.pl,https://wsp.czest.pl,,approx
,School of Banking and Management in Cracow,Poland,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://wszib.krakow.pl,https://wszib.krakow.pl,,approx
,Escola Superior de Hotelaria e Turismo do Estoril,Portugal,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://eshte.pt,https://eshte.pt,,approx
,Instituto Politécnico de Castelo Branco,Portugal,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ipcb.pt,https://ipcb.pt,,approx
,Instituto Politécnico de Santarém,Portugal,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ipsantarem.pt,https://ipsantarem.pt,,approx
,ISCTE - Instituto Universitário de Lisboa,Portugal,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://iscte.pt,https://iscte.pt,,approx
,Instituto Superior de Entre Douro e Vouga,Portugal,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://isvouga.com,https://isvouga.com,,approx
,Universidade de Coimbra,Portugal,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uc.pt,https://uc.pt,,approx
,Universidade do Minho,Portugal,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uminho.pt,https://uminho.pt,,approx
,Universidade de Tras-os-Montes e Alto Douro,Portugal,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://utad.pt,https://utad.pt,,approx
,Universidad Interamericana de Puerto Rico,Puerto Rico,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://inter.edu,https://inter.edu,,approx
,Universidad Central del Caribe,Puerto Rico,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uccaribe.edu,https://uccaribe.edu,,approx
,"Universidad de Puerto Rico, Rio Pedras",Puerto Rico,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uprrp.edu,https://uprrp.edu,,approx
,AISTEDA,Romania,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://aistedaab.ro,https://aistedaab.ro,,approx
,Academia Tehnica Militara,Romania,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://mta.ro,https://mta.ro,,approx
,Spiru Haret University,Romania,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://spiruharet.ro,https://spiruharet.ro,,approx
,North University of Baia Mare,Romania,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ubm.ro,https://ubm.ro,,approx
,University of Medicine and Pharmacy of Timisoara,Romania,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://umft.ro,https://umft.ro,,approx
,Maritime University Constanta,Romania,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://universitateamaritima.ro,https://universitateamaritima.ro,,approx
,Petru Maior University of Targu Mures,Romania,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://upm.ro,https://upm.ro,,approx
,"University ""Titu Maiorescu""",Romania,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://utm.ro,https://utm.ro,,approx
,Astrahan State Medical Academy,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://agma.astranet.ru,https://agma.astranet.ru,,approx
,Astrahan State Technical University,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://astu.org,https://astu.org,,approx
,Belgorod State Agricultural Academy,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://bsaa.ru,https://bsaa.ru,,approx
,Novosibirsk State Music Academy M. Glinka,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://conservatoire.ru,https://conservatoire.ru,,approx
,Far Eastern State University,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://dvgu.ru,https://dvgu.ru,,approx
,Far Eastern State Technical University,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://festu.ru,https://festu.ru,,approx
,St. Petersburg State Institute of Technology (Technological University),Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://gti.spb.ru,https://gti.spb.ru,,approx
,Shemyakin–Ovchinnikov Institute of bioorganic chemistry RAS,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ibch.ru,https://ibch.ru,,approx
,Irkutsk State Academy of Economics,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://isea.irk.ru,https://isea.irk.ru,,approx
,Yaroslavl International University of Business and New Technologies,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://iubnt.yar.ru,https://iubnt.yar.ru,,approx
,Immanuel Kant State University of Russia,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://kantiana.ru,https://kantiana.ru,,approx
,Far Easten State University of Humanities,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://khspu.ru,https://khspu.ru,,approx
,Kursk State Medical University,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ksmu.kursknet.ru,https://ksmu.kursknet.ru,,approx
,Kuban State University,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://kubsu.ru,https://kubsu.ru,,approx
,St. Petersburg State Medical Academy,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://mechnik.spb.ru,https://mechnik.spb.ru,,approx
,Moscow State University of Forestry Engineering,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://mgul.ac.ru,https://mgul.ac.ru,,approx
,Moscow State Institute of Steel and Alloys,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://misis.ru,https://misis.ru,,approx
,Moscow State Textile University A.N. Kosygin,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://msta.ac.ru,https://msta.ac.ru,,approx
,Mendeleev Russian University of Chemical Technology,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://muctr.edu.ru,https://muctr.edu.ru,,approx
,Nizhny Novgorod State Academy of Medicine,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://n-nov.mednet.com,https://n-nov.mednet.com,,approx
,North-West State Technical University,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://nwpi.ru,https://nwpi.ru,,approx
,People' s Friendship University of Russia,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://pfu.edu.ru,https://pfu.edu.ru,,approx
,Perm State University,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://psu.ru,https://psu.ru,,approx
,Rostov State University,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://rsu.ru,https://rsu.ru,,approx
,Saratov State Agrarian University,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://sgau.ru,https://sgau.ru,,approx
,St. Petersburg State University of Architecture and Civil Engineering,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://spbgasu.ru,https://spbgasu.ru,,approx
,St. Petersburg State Chemical Pharmaceutical Academy,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://spcpa.ru,https://spcpa.ru,,approx
,Siberian State Medical University,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ssmu.ru,https://ssmu.ru,,approx
,Lipeck State Technical University,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://stu.lipetsk.ru,https://stu.lipetsk.ru,,approx
,Tyumen State Agricultural Academy,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://tgsha.ru,https://tgsha.ru,,approx
,Tomsk State Pedagogical University,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://tspu.edu.ru,https://tspu.edu.ru,,approx
,Ryazan State Pedagogical University,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ttc.ryazan.ru,https://ttc.ryazan.ru,,approx
